2018-09-01 14:44:26,b'At the Airport. 11 x 14 watercolor.  #watercolor #instawatercolor #airport #airportart #unitedairlines #unitedair\xe2\x80\xa6 https://t.co/hbcTVEPAKy'
2018-09-01 14:29:26,b'RT @ATCmemes: And to think I got a $75 voucher bc my TV didn\xe2\x80\x99t work in first class on my last flight on United. Who got the better deal?\nht\xe2\x80\xa6'
2018-09-01 14:01:17,b'$206 &amp; up -- Chicago to New York (Roundtrip) https://t.co/K3na8x4agc #ord #lga #unitedairlines'
2018-09-01 14:00:17,b'#UnitedAirlines Announces New #PragueNewark #Route from June 2019. United https://t.co/bBLHstexKX \xe2\x80\xa6 via @50skyshades https://t.co/nqTxiq8nmb'
2018-09-01 13:27:24,"b'Had two seats together on one reservation, one gets an automatic upgrade, the other remains. Now we can\xe2\x80\x99t sit toget\xe2\x80\xa6 https://t.co/odOC2U7iA7'"
2018-09-01 13:23:30,b'And to think I got a $75 voucher bc my TV didn\xe2\x80\x99t work in first class on my last flight on United. Who got the bette\xe2\x80\xa6 https://t.co/WeGTV7YUJI'
2018-09-01 13:21:50,b'\xe2\x81\xa6@AmericanAir\xe2\x81\xa9 might be the last time I ever fly with your airline. Yo seriously do not have the technology to have\xe2\x80\xa6 https://t.co/i0F8nB2fKw'
2018-09-01 13:21:07,b'Thanks @united for a great flight! Shout to the #Jamaican #flightattendant who gave my girls snacks \xe2\x9d\xa4\xef\xb8\x8f #UnitedAirlines'
2018-09-01 13:08:17,b'@united raises checked bag fees because of higher costs. Funny thing is they never lowered them when fuel prices we\xe2\x80\xa6 https://t.co/MvDps5b9x2'
2018-09-01 12:34:50,b'RT @UnitedFlyerHD: United B737 Max 9 (N37502) after pushback at Houston IAH with a Turkish 777 taxiing behind \n#AvGeek #boeing #boeing737 #\xe2\x80\xa6'
2018-09-01 12:24:49,b'I\xe2\x80\x99ve lost my connection to SF because of the short time that #unitedAIRLINES puts between the planes and huge custo\xe2\x80\xa6 https://t.co/REZ0EP6eSV'
2018-09-01 12:01:51,b'Worked all year for vacation and headed home yesterday to start it. Today was day 1. Thanks for losing my bag last\xe2\x80\xa6 https://t.co/pkVszKU2gw'
2018-09-01 11:41:16,b'#unitedAIRLINES  last time I flew they put me in a hotel with a voucher and reservation then got to hotel. No rooms\xe2\x80\xa6 https://t.co/vDYeUrhM5c'
2018-09-01 11:38:46,b'Would I recommend #unitedAIRLINES ? No!!\nCustomer service at gate =0\nIndividual would not help file a missing bag\nC\xe2\x80\xa6 https://t.co/zfWHv1jj31'
2018-09-01 11:36:20,b'#UnitedAirlines the worse!  12 hours delayed! United employees that we interfaced with treated us like it was the c\xe2\x80\xa6 https://t.co/bKY3XZ4ims'
2018-09-01 10:34:58,b'United Airlines President on Turning Skeptics Into Believers https://t.co/DJ86hH4Rtu via @Skift #frequentflyer #unitedairlines #aviation'
2018-09-01 07:13:34,b'RT @foodsafetynews: Listeria found in United Airlines kitchen\xc2\xa0cooler at Newark airport https://t.co/pYhdBdUklW #FoodSafety #FDA #Listeria #\xe2\x80\xa6'
2018-09-01 06:39:30,b'RT @UnitedFlyerHD: United B737 Max 9 (N37502) after pushback at Houston IAH with a Turkish 777 taxiing behind \n#AvGeek #boeing #boeing737 #\xe2\x80\xa6'
2018-09-01 06:31:59,b'1 week to go. The nerves are starting to kick in now. \n#frankfurt #germany #automechanika2018 #cathaypacific\xe2\x80\xa6 https://t.co/lYlPcYJwd4'
2018-09-01 05:28:43,b'RT @DrVEgerton: Awesome all women crew \xf0\x9f\x91\xa9\xe2\x80\x8d\xe2\x9c\x88\xef\xb8\x8f \xf0\x9f\x91\xa9\xe2\x80\x8d\xe2\x9c\x88\xef\xb8\x8fon \xe2\x9c\x88\xef\xb8\x8fUA5970 from Denver to Cody! First time I have seen one! #unitedairlines #womenpilot #W\xe2\x80\xa6'
2018-09-01 04:53:23,b'#UnitedAirlines raised fees for checking a first bag from $25 to $30 and a second bag from $35 to $40 for tickets i\xe2\x80\xa6 https://t.co/Ph5hanWXo6'
2018-09-01 04:39:33,b'RT @UnitedFlyerHD: United B737 Max 9 (N37502) after pushback at Houston IAH with a Turkish 777 taxiing behind \n#AvGeek #boeing #boeing737 #\xe2\x80\xa6'
2018-09-01 03:52:31,b'Awesome all women crew \xf0\x9f\x91\xa9\xe2\x80\x8d\xe2\x9c\x88\xef\xb8\x8f \xf0\x9f\x91\xa9\xe2\x80\x8d\xe2\x9c\x88\xef\xb8\x8fon \xe2\x9c\x88\xef\xb8\x8fUA5970 from Denver to Cody! First time I have seen one! #unitedairlines\xe2\x80\xa6 https://t.co/Co1CAhvrp9'
2018-09-01 03:29:36,b'RT @UnitedFlyerHD: United B737 Max 9 (N37502) after pushback at Houston IAH with a Turkish 777 taxiing behind \n#AvGeek #boeing #boeing737 #\xe2\x80\xa6'
2018-09-01 03:02:59,b'RT @UnitedFlyerHD: United B737 Max 9 (N37502) after pushback at Houston IAH with a Turkish 777 taxiing behind \n#AvGeek #boeing #boeing737 #\xe2\x80\xa6'
2018-09-01 02:55:21,b'RT @JenisonLeader: Amazing customer service shown by this @united gate agent!! She carried around a customer\xe2\x80\x99s baby while the mom was putti\xe2\x80\xa6'
2018-09-01 02:52:49,b'RT @JenisonLeader: Amazing customer service shown by this @united gate agent!! She carried around a customer\xe2\x80\x99s baby while the mom was putti\xe2\x80\xa6'
2018-09-01 02:47:08,b'I am filing an official complaint with #UnitedAirlines. This is horrible!!'
2018-09-01 02:47:07,b'would be boarding at 8:30. It is 8:44 and still no updates. We can not stay at this airport with 2 kids and one bei\xe2\x80\xa6 https://t.co/0gJJLlDON7'
2018-09-01 01:54:12,b'RT @JenisonLeader: Amazing customer service shown by this @united gate agent!! She carried around a customer\xe2\x80\x99s baby while the mom was putti\xe2\x80\xa6'
2018-09-01 01:53:19,b'Checking in your #luggage on a #flight is getting more expensive because #UnitedAirlines just raised their prices!\xe2\x80\xa6 https://t.co/07dgYaMeP8'
2018-09-01 01:15:17,b'RT @JenisonLeader: Amazing customer service shown by this @united gate agent!! She carried around a customer\xe2\x80\x99s baby while the mom was putti\xe2\x80\xa6'
2018-09-01 01:07:01,b'Only United planes are being diverted. Wtf #unitedairlines #denver'
2018-09-01 01:04:15,b'@united What the hell #unitedairlines ? We waited four hours for our flight and your crew doesn\xe2\x80\x99t bother to tell a\xe2\x80\xa6 https://t.co/ZTOFp3ncSb'
2018-09-01 01:02:15,b'How much longer do we have to wait on the tarmac #unitedairlines'
